"Path","Model","SourceStem","Case","FileName","PlanPath","TestMethodCount","TotalStepCount","Generated","Error"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_5\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_5","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_5\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_6\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_6","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_6\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_7\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_7","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_7\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_8\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_8","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_8\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_9\case-001\SecureBankLoginE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-login_9","case-001","SecureBankLoginE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-login_9\case-001\SecureBankLoginE2ETest.playwright-plan.json","3","43","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_1\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_1","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_1\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_10\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_10","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_10\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_2\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_2","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_2\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_3\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_3","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_3\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_4\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_4","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_4\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_5\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_5","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_5\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_6\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_6","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_6\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_7\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_7","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_7\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_8\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_8","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_8\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_9\case-001\AuditLogRBACTest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-rbac_9","case-001","AuditLogRBACTest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-rbac_9\case-001\AuditLogRBACTest.playwright-plan.json","3","36","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_1\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_1","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_1\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_10\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_10","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_10\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_2\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_2","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_2\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_3\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_3","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_3\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_4\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_4","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_4\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_5\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_5","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_5\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_6\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_6","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_6\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_7\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_7","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_7\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_8\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_8","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_8\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_9\case-001\TransferE2ETest.java","qwen3-next-80b-a3b-instruct","evaluation-results-qwen-transfer_9","case-001","TransferE2ETest.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\qwen3-next-80b-a3b-instruct\evaluation-results-qwen-transfer_9\case-001\TransferE2ETest.playwright-plan.json","3","66","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_1\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_1","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_1\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_10\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_10","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_10\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_2\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_2","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_2\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_3\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_3","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_3\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_4\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_4","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_4\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_5\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_5","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_5\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_6\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_6","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_6\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_7\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_7","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_7\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_8\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_8","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_8\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-login_9\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-login_9","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-login_9\case-001\ExtractedTest01.playwright-plan.json","3","54","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_1\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_1","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_1\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_10\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_10","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_10\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_2\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_2","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_2\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_3\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_3","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_3\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_4\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_4","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_4\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_5\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_5","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_5\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_6\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_6","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_6\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_7\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_7","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_7\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_8\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_8","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_8\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-rbac_9\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-rbac_9","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-rbac_9\case-001\ExtractedTest01.playwright-plan.json","3","35","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_1\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_1","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_1\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_10\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_10","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_10\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_2\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_2","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_2\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_3\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_3","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_3\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_4\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_4","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_4\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_5\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_5","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_5\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_6\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_6","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_6\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_7\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_7","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_7\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_8\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_8","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_8\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\trinity-large-preview\evaluation-results-trinity-transfer_9\case-001\ExtractedTest01.java","trinity-large-preview","evaluation-results-trinity-transfer_9","case-001","ExtractedTest01.java","C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\reports\playwright-plans\trinity-large-preview\evaluation-results-trinity-transfer_9\case-001\ExtractedTest01.playwright-plan.json","3","31","True",""
